	Y	N
LK0291	1	0
LK0292	1	0
LK0293	1	0
LK0294	1	0
LK0295	1	0
LK0296	1	0
LK0297	1	0
LK0298	1	0
LK0299	1	0
LK0300	1	0
LK0301	1	0
LK0302	1	0
LK0303	1	0
LK0304	1	0
LK0305	1	0
LK0306	1	0
LK0307	1	0
LK0308	1	0
LK0309	1	0
LK0310	1	0
LK0311	1	0
LK0312	1	0
LK0313	1	0
LK0314	1	0
LK0315	1	0
LK0316	1	0
LK0317	1	0
LK0318	1	0
LK0319	1	0
LK0320	1	0
LK0321	1	0
LK0322	1	0
LK0323	1	0
LK0324	1	0
LK0325	1	0
LK0326	1	0
LK0327	1	0
LK0328	1	0
LK0329	1	0
LK0330	1	0
LK0331	1	0
LK0332	1	0
LK0333	1	0
LK0334	1	0
LK0335	1	0
LK0336	1	0
LK0337	1	0
LK0338	1	0
LK0339	1	0
LK0340	1	0
LK0341	1	0
LK0342	1	0
LK0343	1	0
LK0344	1	0
LK0345	1	0
LK0346	1	0
LK0347	1	0
LK0348	1	0
LK0349	1	0
LK0350	1	0
LK0351	1	0
LK0352	1	0
LK0353	1	0
LK0354	1	0
LK0355	1	0
LK0356	1	0
LK0357	1	0
LK0358	1	0
LK0359	1	0
LK0360	1	0
LK0361	1	0
LK0362	1	0
LK0363	1	0
LK0364	1	0
LK0365	1	0
LK0366	1	0
LK0367	1	0
LK0368	1	0
LK0369	1	0
LK0370	1	0
LK0371	1	0
LK0372	1	0
LK0373	1	0
LK0374	1	0
LK0375	1	0
LK0376	1	0
LK0377	1	0
LK0378	1	0
LK0379	1	0
LK0380	1	0
LK0381	1	0
LK0382	1	0
LK0383	1	0
LK0384	1	0
LK0385	1	0
LK0386	1	0
LK0387	1	0
LK0388	1	0
LK0389	1	0
LK0390	1	0
LK0391	1	0
LK0392	1	0
LK0393	1	0
LK0394	1	0
LK0395	1	0
LK0396	1	0
LK0397	1	0
LK0398	1	0
LK0399	1	0
LK0400	1	0
LK0401	1	0
LK0402	1	0
LK0403	1	0
LK0404	1	0
LK0405	1	0
LK0406	1	0
LK0407	1	0
LK0408	1	0
LK0409	1	0
LK0410	1	0
LK0411	1	0
LK0412	1	0
LK0413	1	0
LK0414	1	0
LK0415	1	0
LK0416	1	0
LK0417	1	0
LK0418	1	0
LK0419	1	0
LK0420	1	0
LK0421	1	0
LK0422	1	0
LK0423	1	0
LK0424	1	0
LK0425	1	0
LK0426	1	0
LK0427	1	0
LK0428	1	0
LK0429	1	0
LK0430	1	0
LK0431	1	0
LK0432	1	0
LK0433	1	0
LK0434	1	0
LK0435	1	0
LK0436	1	0
LK0437	1	0
LK0438	1	0
LK0439	1	0
LK0440	1	0
LK0441	1	0
LK0442	1	0
LK0443	1	0
LK0444	1	0
LK0445	1	0
LK0446	1	0
LK0447	1	0
LK0448	1	0
LK0449	1	0
LK0450	1	0
LK0451	1	0
LK0452	1	0
LK0453	1	0
LK0454	1	0
LK0455	1	0
LK0456	1	0
LK0457	1	0
LK0458	1	0
LK0459	1	0
LK0460	1	0
LK0461	1	0
LK0462	1	0
LK0463	1	0
LK0464	1	0
LK0465	1	0
LK0466	1	0
LK0467	1	0
LK0468	1	0
LK0469	1	0
LK0470	1	0
LK0471	1	0
LK0472	1	0
LK0473	1	0
LK0474	1	0
LK0475	1	0
LK0476	1	0
LK0477	1	0
LK0478	1	0
LK0479	1	0
LK0480	1	0
LK0481	1	0
LK0482	1	0
LK0483	1	0
LK0484	1	0
LK0485	1	0
LK0486	1	0
LK0487	1	0
LK0488	1	0
LK0489	1	0
LK0490	1	0
LK0491	1	0
LK0492	1	0
LK0493	1	0
LK0494	1	0
LK0495	1	0
LK0496	1	0
LK0497	1	0
LK0498	1	0
LK0499	1	0
LK0500	1	0
LK0501	1	0
LK0502	1	0
LK0503	1	0
LK0504	1	0
LK0505	1	0
LK0506	1	0
LK0507	1	0
LK0508	1	0
LK0509	1	0
LK0510	1	0
LK0511	1	0
LK0512	1	0
LK0513	1	0
LK0514	1	0
LK0515	1	0
LK0516	1	0
LK0517	1	0
LK0518	1	0
LK0519	1	0
LK0520	1	0
LK0521	1	0
LK0522	1	0
LK0523	1	0
LK0524	1	0
LK0525	1	0
LK0526	1	0
LK0527	1	0
LK0528	1	0
LK0529	1	0
LK0530	1	0
LK0531	1	0
LK0532	1	0
LK0533	1	0
LK0534	1	0
LK0535	1	0
LK0536	1	0
LK0537	1	0
LK0538	1	0
LK0539	1	0
LK0540	1	0
LK0541	1	0
LK0542	1	0
LK0543	1	0
LK0544	1	0
LK0545	1	0
LK0546	1	0
LK0547	1	0
LK0548	1	0
LK0549	1	0
LK0550	1	0
LK0551	1	0
LK0552	1	0
LK0553	1	0
LK0554	1	0
LK0555	1	0
LK0556	1	0
LK0557	1	0
LK0558	1	0
LK0559	1	0
LK0560	1	0
LK0561	1	0
LK0562	1	0
LK0563	1	0
LK0564	1	0
LK0565	1	0
LK0566	1	0
LK0567	1	0
LK0568	1	0
LK0569	1	0
LK0570	1	0
LK0571	1	0
LK0572	1	0
LK0573	1	0
LK0574	1	0
LK0575	1	0
LK0576	1	0
LK0577	1	0
LK0578	1	0
LK0579	1	0
LK0580	1	0
LK0581	1	0
LK0582	1	0
LK0583	1	0
LK0584	1	0
LK0585	1	0
LK0586	1	0
LK0587	1	0
LK0588	1	0
LK0589	1	0
LK0590	1	0
LK0591	1	0
LK0592	1	0
LK0593	1	0
LK0595	1	0
LK0596	1	0
LK0597	1	0
LK0598	1	0
LK0599	1	0
LK0600	1	0
LK0601	1	0
LK0602	1	0
LK0603	1	0
LK0604	1	0
LK0605	1	0
LK0606	1	0
LK0607	1	0
LK0608	1	0
LK0609	1	0
LK0610	1	0
LK0611	1	0
LK0612	1	0
LK0613	1	0
LK0614	1	0
LK0615	1	0
LK0616	1	0
LK0617	1	0
LK0618	1	0
LK0619	1	0
LK0620	1	0
LK0621	1	0
LK0622	1	0
LK0623	1	0
LK0624	1	0
LK0625	1	0
LK0626	1	0
LK0627	1	0
LK0628	1	0
LK0629	1	0
LK0630	1	0
LK0631	1	0
LK0632	1	0
LK0633	1	0
LK0634	1	0
LK0635	1	0
LK0636	1	0
LK0637	1	0
LK0638	1	0
LK0639	1	0
LK0640	1	0
LK0641	1	0
LK0642	1	0
LK0643	1	0
LK0644	1	0
LK0645	1	0
LK0646	1	0
LK0647	1	0
LK0648	1	0
LK0649	1	0
LK0650	1	0
LK0651	1	0
LK0652	1	0
LK0653	1	0
LK0654	1	0
LK0655	1	0
LK0656	1	0
LK0657	1	0
LK0658	1	0
LK0659	1	0
LK0660	1	0
LK0661	1	0
LK0662	1	0
LK0663	1	0
LK0664	1	0
LK0665	1	0
LK0666	1	0
LK0667	1	0
LK0668	1	0
LK0669	1	0
LK0670	1	0
LK0671	1	0
LK0672	1	0
LK0673	1	0
LK0674	1	0
LK0675	1	0
LK0676	1	0
LK0677	1	0
LK0678	1	0
LK0679	1	0
LK0680	1	0
LK0681	1	0
LK0682	1	0
LK0683	1	0
LK0684	1	0
LK0685	1	0
LK0686	1	0
LK0687	1	0
LK0688	1	0
LK0689	1	0
LK0690	1	0
LK0691	1	0
LK0692	1	0
LK0693	1	0
LK0694	1	0
LK0695	1	0
LK0696	1	0
LK0697	1	0
LK0698	1	0
LK0699	1	0
LK0700	1	0
LK0701	1	0
LK0702	1	0
LK0703	1	0
LK0704	1	0
LK0705	1	0
LK0706	1	0
LK0707	1	0
LK0708	1	0
LK0709	1	0
LK0710	1	0
LK0711	1	0
LK0712	1	0
LK0713	1	0
LK0714	1	0
LK0715	1	0
LK0716	1	0
LK0717	1	0
LK0718	1	0
LK0719	1	0
LK0720	1	0
LK0721	1	0
LK0722	1	0
LK0723	1	0
LK0724	1	0
LK0725	1	0
LK0726	1	0
LK0727	1	0
LK0728	1	0
LK0729	1	0
LK0730	1	0
LK0731	1	0
LK0732	1	0
LK0733	1	0
LK0734	1	0
LK0735	1	0
LK0736	1	0
LK0737	1	0
LK0738	1	0
LK0739	1	0
LK0740	1	0
LK0741	1	0
LK0742	1	0
LK0743	1	0
LK0744	1	0
LK0745	1	0
LK0746	1	0
LK0747	1	0
LK0748	1	0
LK0749	1	0
LK0750	1	0
LK0751	1	0
LK0752	1	0
LK0753	1	0
LK0754	1	0
LK0755	1	0
LK0756	1	0
LK0757	1	0
LK0758	1	0
LK0759	1	0
LK0760	1	0
LK0761	1	0
LK0762	1	0
LK0763	1	0
LK0764	1	0
LK0765	1	0
LK0766	1	0
LK0767	1	0
LK0768	1	0
LK0769	1	0
LK0770	1	0
LK0771	1	0
LK0772	1	0
LK0773	1	0
LK0774	1	0
LK0775	1	0
LK0776	1	0
LK0777	1	0
LK0778	1	0
LK0779	1	0
LK0780	1	0
LK0781	1	0
LK0782	1	0
LK0783	1	0
LK0784	1	0
LK0785	1	0
LK0786	1	0
LK0787	1	0
LK0788	1	0
LK0789	1	0
LK0790	1	0
LK0791	1	0
LK0792	1	0
LK0793	1	0
LK0794	1	0
LK0795	1	0
LK0796	1	0
LK0797	1	0
LK0798	1	0
LK0799	1	0
LK0800	1	0
LK0801	1	0
LK0802	1	0
LK0803	1	0
LK0806	1	0
LK0807	1	0
LK0808	1	0
LK0809	1	0
LK0810	1	0
LK0811	1	0
LK0812	1	0
LK0813	1	0
LK0814	1	0
LK0815	1	0
LK0816	1	0
LK0817	1	0
LK0818	1	0
LK0819	1	0
LK0820	1	0
LK0821	1	0
LK0822	1	0
LK0823	1	0
LK0824	1	0
LK0825	1	0
LK0826	1	0
LK0827	1	0
LK0828	1	0
LK0829	1	0
LK0830	1	0
LK0831	1	0
LK0832	1	0
LK0833	1	0
LK0834	1	0
LK0835	1	0
LK0836	1	0
LK0837	1	0
LK0838	1	0
LK0839	1	0
LK0840	1	0
LK0841	1	0
LK0842	1	0
LK0843	1	0
LK0844	1	0
LK0845	1	0
LK0846	1	0
LK0847	1	0
LK0848	1	0
LK0849	1	0
LK0850	1	0
LK0851	1	0
LK0852	1	0
LK0853	1	0
LK0854	1	0
LK0855	1	0
LK0856	1	0
LK0857	1	0
LK0859	1	0
LK0860	1	0
LK0861	1	0
LK0863	1	0
LK0864	1	0
LK0865	1	0
LK0866	1	0
LK0867	1	0
LK0868	1	0
LK0869	1	0
LK0870	1	0
LK0871	1	0
LK0872	1	0
LK0873	1	0
LK0874	1	0
LK0875	1	0
LK0876	1	0
LK0877	1	0
LK0878	1	0
LK0879	1	0
LK0880	1	0
LK0881	1	0
LK0882	1	0
LK0883	1	0
LK0884	1	0
LK0885	1	0
LK0886	1	0
LK0887	1	0
LK0888	1	0
LK0889	1	0
LK0890	1	0
LK0891	1	0
LK0892	1	0
LK0893	1	0
LK0894	1	0
LK0895	1	0
LK0896	1	0
LK0897	1	0
LK0898	1	0
LK0899	1	0
LK0900	1	0
LK0901	1	0
LK0902	1	0
LK0903	1	0
LK0904	1	0
LK0905	1	0
LK0906	1	0
LK0907	1	0
LK0908	1	0
LK0909	1	0
LK0910	1	0
LK0911	1	0
LK0912	1	0
LK0913	1	0
LK0914	1	0
LK0915	1	0
LK0916	1	0
LK0917	1	0
LK0918	1	0
LK0919	1	0
LK0920	1	0
LK0921	1	0
LK0922	1	0
LK0923	1	0
LK0924	1	0
LK0925	1	0
LK0926	1	0
LK0927	1	0
LK0928	1	0
LK0929	1	0
LK0930	1	0
LK0931	1	0
LK0932	1	0
LK0933	1	0
LK0934	1	0
LK0935	1	0
LK0936	1	0
LK0937	1	0
LK0938	1	0
LK0939	1	0
LK0940	1	0
LK0941	1	0
LK0942	1	0
LK0943	1	0
LK0944	1	0
LK0945	1	0
LK0946	1	0
LK0947	1	0
LK0948	1	0
LK0949	1	0
LK0950	1	0
LK0951	1	0
LK0952	1	0
LK0953	1	0
LK0954	1	0
LK0955	1	0
LK0956	1	0
LK0957	1	0
LK0958	1	0
LK0959	1	0
LK0960	1	0
LK0961	1	0
LK0962	1	0
LK0963	1	0
LK0964	1	0
LK0965	1	0
LK0966	1	0
LK0967	1	0
LK0968	1	0
LK0969	1	0
LK0970	1	0
LK0971	1	0
LK0972	1	0
LK0973	1	0
LK0974	1	0
LK0975	1	0
LK0976	1	0
LK0977	1	0
LK0978	1	0
LK0979	1	0
LK0980	1	0
LK0981	1	0
LK0982	1	0
LK0983	1	0
LK0984	1	0
LK0985	1	0
LK0986	1	0
LK0987	1	0
LK0988	1	0
LK0989	1	0
LK0990	1	0
LK0991	1	0
LK0992	1	0
LK0993	1	0
LK0994	1	0
LK0995	1	0
LK0996	1	0
LK0997	1	0
LK0998	1	0
LK0999	1	0
LK1000	1	0
LK1001	1	0
LK1002	1	0
LK1003	1	0
LK1004	1	0
LK1005	1	0
LK1006	1	0
LK1007	1	0
LK1008	1	0
LK1009	1	0
LK1010	1	0
LK1011	1	0
LK1012	1	0
LK1013	1	0
LK1014	1	0
LK1015	1	0
LK1016	1	0
LK1017	1	0
LK1018	1	0
LK1019	1	0
LK1020	1	0
LK1021	1	0
LK1022	1	0
LK1023	1	0
LK1024	1	0
LK1025	1	0
LK1026	1	0
LK1027	1	0
LK1028	1	0
LK1029	1	0
LK1030	1	0
LK1031	1	0
LK1032	1	0
LK1033	1	0
LK1034	1	0
LK1035	1	0
LK1036	1	0
LK1037	1	0
LK1038	1	0
LK1039	1	0
LK1040	1	0
LK1041	1	0
LK1042	1	0
LK1043	1	0
LK1044	1	0
LK1045	1	0
LK1046	1	0
LK1047	1	0
LK1048	1	0
LK1049	1	0
LK1050	1	0
LK1051	1	0
LK1052	1	0
LK1053	1	0
LK1054	1	0
LK1055	1	0
LK1056	1	0
LK1057	1	0
LK1058	1	0
LK1059	1	0
LK1060	1	0
LK1061	1	0
LK1062	1	0
LK1063	1	0
LK1064	1	0
LK1065	1	0
LK1066	1	0
LK1067	1	0
LK1068	1	0
LK1069	1	0
LK1070	1	0
LK1071	1	0
LK1072	1	0
LK1073	1	0
LK1074	1	0
LK1075	1	0
LK1076	1	0
LK1077	1	0
LK1078	1	0
LK1079	1	0
LK1080	1	0
LK1081	1	0
LK1082	1	0
LK1083	1	0
LK1084	1	0
LK1085	1	0
LK1086	1	0
LK1087	1	0
LK1088	1	0
LK1089	1	0
LK1090	1	0
LK1091	1	0
LK1092	1	0
LK1093	1	0
LK1094	1	0
LK1095	1	0
LK1096	1	0
LK1097	1	0
LK1098	1	0
LK1099	1	0
LK1100	1	0
LK1101	1	0
LK1102	1	0
LK1103	1	0
LK1104	1	0
LK1105	1	0
LK1106	1	0
LK1107	1	0
LK1108	1	0
LK1109	1	0
LK1110	1	0
LK1111	1	0
LK1112	1	0
LK1113	1	0
LK1114	1	0
LK1115	1	0
LK1116	1	0
LK1117	1	0
LK1118	1	0
LK1119	1	0
LK1120	1	0
LK1121	1	0
LK1122	1	0
LK1123	1	0
LK1124	1	0
LK1125	1	0
LK1126	1	0
LK1127	1	0
LK1128	1	0
LK1129	1	0
LK1130	1	0
LK1131	1	0
LK1132	1	0
LK1133	1	0
LK1134	1	0
LK1135	1	0
LK1136	1	0
LK1137	1	0
LK1138	1	0
LK1139	1	0
LK1140	1	0
LK1141	1	0
LK1142	1	0
LK1143	1	0
LK1144	1	0
LK1145	1	0
LK1146	1	0
LK1147	1	0
LK1148	1	0
LK1149	1	0
LK1150	1	0
LK1151	1	0
LK1152	1	0
LK1153	1	0
LK1154	1	0
LK1155	1	0
LK1156	1	0
LK1157	1	0
LK1158	1	0
LK1159	1	0
LK1160	1	0
LK1161	1	0
LK1162	1	0
LK1163	1	0
LK1164	1	0
LK1165	1	0
LK1166	1	0
LK1167	1	0
LK1168	1	0
LK1169	1	0
LK1170	1	0
LK1171	1	0
LK1172	1	0
LK1173	1	0
LK1174	1	0
LK1175	1	0
LK1176	1	0
LK1177	1	0
LK1178	1	0
LK1179	1	0
LK1180	1	0
LK1181	1	0
LK1182	1	0
LK1183	1	0
LK1184	1	0
LK1185	1	0
LK1186	1	0
LK1187	1	0
LK1188	1	0
LK1189	1	0
LK1190	1	0
LK1191	1	0
LK1192	1	0
LK1193	1	0
LK1194	1	0
LK1195	1	0
LK1196	1	0
LK1197	1	0
LK1198	1	0
LK1199	1	0
LK1200	1	0
LK1201	1	0
LK1202	1	0
LK1203	1	0
LK1204	1	0
LK1205	1	0
LK1206	1	0
LK1207	1	0
LK1208	1	0
LK1209	1	0
LK1210	1	0
LK1211	1	0
LK1212	1	0
LK1213	1	0
LK1214	1	0
LK1215	1	0
LK1216	1	0
LK1217	1	0
LK1218	1	0
LK1219	1	0
LK1220	1	0
LK1221	1	0
LK1222	1	0
LK1223	1	0
LK1224	1	0
LK1225	1	0
LK1226	1	0
LK1227	1	0
LK1228	1	0
LK1229	1	0
LK1230	1	0
LK1231	1	0
LK1232	1	0
LK1233	1	0
LK1234	1	0
LK1235	1	0
LK1236	1	0
LK1237	1	0
LK1238	1	0
LK1239	1	0
LK1240	1	0
LK1241	1	0
LK1242	1	0
LK1243	1	0
LK1244	1	0
LK1245	1	0
LK1246	1	0
LK1247	1	0
LK1248	1	0
LK1249	1	0
LK1250	1	0
LK1251	1	0
LK1252	1	0
LK1253	1	0
LK1254	1	0
LK1255	1	0
LK1256	1	0
LK1257	1	0
LK1258	1	0
LK1259	1	0
LK1260	1	0
LK1261	1	0
LK1262	1	0
LK1263	1	0
LK1264	1	0
LK1265	1	0
LK1266	1	0
LK1267	1	0
LK1268	1	0
LK1269	1	0
LK1270	1	0
LK1271	1	0
LK1272	1	0
LK1273	1	0
LK1274	1	0
LK1275	1	0
LK1276	1	0
LK1277	1	0
LK1278	1	0
LK1279	1	0
LK1280	1	0
LK1281	1	0
LK1282	1	0
LK1283	1	0
LK1284	1	0
LK1285	1	0
LK1286	1	0
LK1287	1	0
LK1288	1	0
LK1289	1	0
LK1290	1	0
LK1291	1	0
LK1292	1	0
LK1293	1	0
LK1294	1	0
LK1295	1	0
LK1296	1	0
LK1297	1	0
LK1298	1	0
LK1299	1	0
LK1300	1	0
LK1301	1	0
LK1302	1	0
LK1303	1	0
LK1304	1	0
LK1305	1	0
LK1306	1	0
LK1307	1	0
LK1308	1	0
LK1309	1	0
LK1310	1	0
LK1311	1	0
LK1312	1	0
LK1313	1	0
LK1314	1	0
LK1315	1	0
LK1316	1	0
LK1317	1	0
LK1318	1	0
LK1319	1	0
LK1320	1	0
LK1321	1	0
LK1322	1	0
LK1323	1	0
LK1324	1	0
LK1325	1	0
LK1326	1	0
LK1327	1	0
LK1328	1	0
LK1329	1	0
LK1330	1	0
LK1331	1	0
LK1332	1	0
LK1333	1	0
LK1334	1	0
LK1335	1	0
LK1336	1	0
LK1337	1	0
LK1338	1	0
LK1339	1	0
LK1340	1	0
LK1341	1	0
LK1342	1	0
LK1343	1	0
LK1344	1	0
LK1345	1	0
LK1346	1	0
LK1347	1	0
LK1348	1	0
LK1349	1	0
LK1350	1	0
LK1351	1	0
LK1352	1	0
LK1353	1	0
LK1354	1	0
LK1355	1	0
LK1356	1	0
LK1357	1	0
LK1358	1	0
LK1359	1	0
LK1360	1	0
LK1361	1	0
LK1362	1	0
LK1363	1	0
LK1364	1	0
LK1365	1	0
LK1366	1	0
LK1367	1	0
LK1368	1	0
LK1369	1	0
LK1370	1	0
LK1371	1	0
LK1372	1	0
LK1373	1	0
LK1374	1	0
LK1375	1	0
LK1376	1	0
LK1377	1	0
LK1378	1	0
LK1379	1	0
LK1380	1	0
LK1381	1	0
LK1382	1	0
LK1383	1	0
LK1384	1	0
LK1385	1	0
LK1386	1	0
LK1387	1	0
LK1388	1	0
LK1389	1	0
LK1390	1	0
LK1391	1	0
LK1392	1	0
LK1393	1	0
LK1394	1	0
LK1395	1	0
LK1396	1	0
LK1397	1	0
LK1398	1	0
LK1399	1	0
LK1400	1	0
LK1401	1	0
LK1402	1	0
LK1403	1	0
LK1404	1	0
LK1405	1	0
LK1406	1	0
LK1407	1	0
LK1408	1	0
LK1409	1	0
LK1410	1	0
LK1411	1	0
LK1412	1	0
LK1413	1	0
LK1414	1	0
LK1415	1	0
LK1416	1	0
LK1417	1	0
LK1418	1	0
LK1419	1	0
LK1420	1	0
LK1421	1	0
LK1422	1	0
LK1423	1	0
LK1424	1	0
LK1425	1	0
LK1426	1	0
LK1427	1	0
LK1428	1	0
LK1429	1	0
LK1430	1	0
LK1431	1	0
LK1432	1	0
LK1433	1	0
LK1434	1	0
LK1435	1	0
LK1436	1	0
LK1437	1	0
LK1438	1	0
LK1439	1	0
LK1440	1	0
LK1441	1	0
LK1442	1	0
LK1443	1	0
LK1444	1	0
LK1445	1	0
LK1446	1	0
LK1447	1	0
LK1448	1	0
LK1449	1	0
LK1450	1	0
LK1451	1	0
LK1452	1	0
LK1453	1	0
LK1454	1	0
LK1455	1	0
LK1456	1	0
LK1457	1	0
LK1458	1	0
LK1459	1	0
LK1460	1	0
LK1461	1	0
LK1462	1	0
LK1463	1	0
LK1464	1	0
LK1465	1	0
LK1466	1	0
LK1467	1	0
LK1468	1	0
LK1469	1	0
LK1470	1	0
LK1471	1	0
LK1472	1	0
LK1473	1	0
LK1474	1	0
LK1475	1	0
LK1476	1	0
LK1477	1	0
LK1478	1	0
LK1479	1	0
LK1480	1	0
LK1481	1	0
LK1482	1	0
LK1483	1	0
LK1484	1	0
LK1485	1	0
LK1486	1	0
LK1487	1	0
LK1488	1	0
LK1489	1	0
LK1490	1	0
LK1491	1	0
LK1492	1	0
LK1493	1	0
LK1494	1	0
LK1495	1	0
LK1496	1	0
LK1497	1	0
LK1498	1	0
LK1499	1	0
LK1500	1	0
LK1501	1	0
LK1502	1	0
LK1503	1	0
LK1504	1	0
LK1505	1	0
LK1506	1	0
LK1507	1	0
LK1508	1	0
LK1509	1	0
LK1510	1	0
LK1511	1	0
LK1512	1	0
LK1513	1	0
LK1514	1	0
LK1515	1	0
LK1516	1	0
LK1517	1	0
LK1518	1	0
LK1519	1	0
LK1520	1	0
LK1521	1	0
LK1522	1	0
LK1523	1	0
LK1524	1	0
LK1525	1	0
LK1526	1	0
LK1527	1	0
LK1528	1	0
LK1529	1	0
LK1530	1	0
LK1531	1	0
LK1532	1	0
LK1533	1	0
LK1534	1	0
LK1535	1	0
LK1536	1	0
LK1537	1	0
LK1538	1	0
LK1539	1	0
LK1540	1	0
LK1541	1	0
LK1542	1	0
LK1543	1	0
LK1544	1	0
LK1545	1	0
LK1546	1	0
LK1547	1	0
LK1548	1	0
LK1549	1	0
LK1550	1	0
LK1551	1	0
LK1552	1	0
LK1553	1	0
LK1554	1	0
LK1555	1	0
LK1556	1	0
LK1557	1	0
LK1558	1	0
LK1559	1	0
LK1560	1	0
LK1561	1	0
LK1562	1	0
LK1563	1	0
LK1564	1	0
LK1565	1	0
LK1566	1	0
LK1567	1	0
LK1568	1	0
LK1569	1	0
LK1570	1	0
LK1571	1	0
LK1572	1	0
LK1573	1	0
LK1574	1	0
LK1575	1	0
LK1576	1	0
LK1577	1	0
LK1578	1	0
LK1579	1	0
LK1580	1	0
LK1581	1	0
LK1582	1	0
LK1583	1	0
LK1584	1	0
LK1585	1	0
LK1586	1	0
LK1587	1	0
LK1588	1	0
LK1589	1	0
LK1590	1	0
LK1591	1	0
LK1592	1	0
LK1593	1	0
LK1594	1	0
LK1595	1	0
LK1596	1	0
LK1597	1	0
LK1598	1	0
LK1599	1	0
LK1600	1	0
LK1601	1	0
LK1602	1	0
LK1603	1	0
LK1604	1	0
LK1605	1	0
LK1606	1	0
LK1607	1	0
LK1608	1	0
LK1609	1	0
LK1610	1	0
LK1611	1	0
LK1612	1	0
LK1613	1	0
LK1614	1	0
LK1615	1	0
LK1616	1	0
LK1617	1	0
LK1618	1	0
LK1619	1	0
LK1620	1	0
LK1621	1	0
LK1622	1	0
LK1623	1	0
LK1624	1	0
LK1625	1	0
LK1626	1	0
LK1627	1	0
LK1628	1	0
LK1629	1	0
LK1630	1	0
LK1631	1	0
LK1632	1	0
LK1633	1	0
LK1634	1	0
LK1635	1	0
LK1636	1	0
LK1637	1	0
LK1638	1	0
LK1639	1	0
LK1640	1	0
LK1641	1	0
LK1642	1	0
LK1643	1	0
LK1644	1	0
LK1645	1	0
LK1646	1	0
LK1647	1	0
LK1648	1	0
LK1649	1	0
LK1650	1	0
LK1651	1	0
LK1652	1	0
LK1653	1	0
LK1654	1	0
LK1655	1	0
LK1656	1	0
LK1657	1	0
LK1658	1	0
LK1659	1	0
LK1660	1	0
LK1661	1	0
LK1662	1	0
LK1663	1	0
LK1664	1	0
LK1665	1	0
LK1666	1	0
LK1667	1	0
LK1668	1	0
LK1669	1	0
LK1670	1	0
LK1671	1	0
LK1672	1	0
LK1673	1	0
LK1674	1	0
LK1675	1	0
LK1676	1	0
LK1677	1	0
LK1678	1	0
LK1679	1	0
LK1680	1	0
LK1681	1	0
LK1682	1	0
LK1683	1	0
LK1684	1	0
LK1685	1	0
LK1686	1	0
LK1687	1	0
LK1688	1	0
LK1689	1	0
LK1690	1	0
LK1691	1	0
LK1692	1	0
LK1693	1	0
LK1694	1	0
LK1695	1	0
LK1696	1	0
LK1697	1	0
LK1698	1	0
LK1699	1	0
LK1700	1	0
LK1701	1	0
LK1702	1	0
LK1703	1	0
LK1704	1	0
LK1705	1	0
LK1706	1	0
LK1707	1	0
LK1708	1	0
LK1709	1	0
LK1710	1	0
LK1711	1	0
LK1712	1	0
LK1713	1	0
LK1714	1	0
LK1715	1	0
LK1716	1	0
LK1717	1	0
LK1718	1	0
LK1719	1	0
LK1720	1	0
LK1721	1	0
LK1722	1	0
